date,URL,Title,Full text
"Mei 20, 2019",https://turnbackhoax.id/2019/05/20/benar-klarifikasi-bin-terkait-pesan-berantai-yang-sebut-29-tokoh-pendukung-prabowo-sandiaga-sedang-dimonitori-oleh-aparat/,[BENAR] Klarifikasi BIN terkait Pesan Berantai yang Sebut 29 Tokoh Pendukung Prabowo-Sandiaga sedang Dimonitori oleh Aparat,"Beredar di media sosial sebuah pesan yang berisi instruksi agar
memonitor 29 tokoh pendukung Prabowo Subianto – Sandiaga Uno.
Instruksi yang disebut-sebut dari
Dirjen Imigrasi Cc BIN itu berisi 29 nama harus dimonitor jika melintas.
Adapun arahannya,
aparat diminta mengecek dengan baik saat 29 orang itu melintas di sistem.
Perintahnya, jika ada tanda lakukan sesuai SOP, tapi jika tidak cukup dimonitor
saja dan diinfokan.
Berikut 29 nama yang disebut-sebut sedang dimonitor aparat tersebut:
1. Rockmat S. Labib (HTI)2. Farid Wadjdi (HTI)3. Habib Rizieq Shihab (FPI/PA 212)4. M. Amien Rais (PA 212/BPN 02)5. Slamet Maarif (PA 212/BPN 02)6. Bachtiar Nasir (PA 212)7. Ansufri Idris Sambo (PA 212)8. Haikal Hassan Baras (PA 212)9. Habib Muchsin bin Ahmad Al Attas (FPI)10. Hilmy Bakar Almascaty (FPI).11. Muhammad Gatot Santono atau Muhammad Al Khaththath (GISS)12. Muidinillah Basri (DSKS)13. Eggi Sudjana (BPN 02)14. Djoko Santoso (BPN 02)15. Rizal Ramli (BPN 02)16. Musa Bangun (BPN 02)17. Fadli Zon (BPN 02/Partai Gerindra)18. Muhammad Ismail Yusanto (HTI/PKS)19. Mardani Ali Sera (PKS)20. Mohamad Sohibul Iman (PKS)21. Titi Widoretno Warisman (#2019GantiPresiden).22. Said Iqbal (KSPI)23. Namrudin (GMJ)24. Tedjo Edhy Purdijatno (Punawirawan)25. Kivlan Zein (Punawirawan)26. Judi Magio Jusuf (Punawirawan)27. Glenny Kairupan (Punawirawan)28. Soenarko (Punawirawan)29. Sjafrie Sjamsoeddin (Punawirawan)
Melihat beredarnya
pesan tersebut, pihak Badan Intelijen Negara (BIN) memberikan klarifikasi.
Juru bicara Kepala Badan Intelijen Negara (BIN) Wawan Purwanto
mengatakan tidak benar informasi 29 nama tokoh mayoritas pendukung paslon 02
Prabowo-Sandi yang sedang dimonitor aparat.
“Itu informasihoax,” ujarnya dilansir
dariKantor Berita Politik RMOL, Sabtu (18/5).
."
"Mei 4, 2019",https://turnbackhoax.id/2019/05/04/benar-klarifikasi-putra-aji-adhari-anak-kelas-ll-mts-yang-bobol-situs-kpu-pemilu-2019/,"[BENAR] Klarifikasi Putra Aji Adhari, Anak Kelas ll MTS yang “Bobol” Situs KPU Pemilu 2019",BACA sampai SELESAI dan sikapi dengan bijaksana
"Mei 3, 2019",https://turnbackhoax.id/2019/05/03/benar-unggahan-hasil-c1-pleno-tps-di-bangil-pasuruan-berbeda-dengan-hasil-situng-kpu/,[BENAR] Unggahan Hasil C1 Pleno TPS di Bangil Pasuruan Berbeda dengan Hasil Situng KPU,"Beredar di media sosial sebuah unggahan formulir C1 hasil pleno pada salah satu TPS di Kecamatan Bangil Kabupaten Pasuruan dengan narasi bahwa hasil pleno berbeda dengan hasil Situng KPU RI yang diunggah oleh akun Instagram @mbahcamuka pada 1 Mei 2019.
Melansir dari laman tempo.co melalui penelusuran di laman kawalpemilu.org, formulir C1 yang diunggah akun mbahcamuka merupakan formulir C1 TPS 20 Desa Kidul Dalem, Kecamatan Bangil, Kabupaten Pasuruan, Provinsi Jawa TimurDalam formulir C1 tersebut tertera hasil perhitungan suara yang telah ditandatangani para petugas KPPS. Pasangan capres-cawapres nomor urut 01, Joko Widodo-Ma’ruf Amin memperoleh 42 suara.
Sementara pasangan nomor urut 02, Prabowo Subianto-Sandiaga Uno, memperoleh 184 suara.Surat suara tidak sah berjumlah tiga.
Namun ketika ditelusuri dilaman resmi KPU RI, kpu.go.id, hasil perolehan suara pasangan kedua pasangan capres-cawapres tampak berbeda. Pada Sistem Informasi Penghitungan Suara (Situng) KPU RI, Pasangan capres-cawapres nomor urut 01, Joko Widodo-Ma’ruf Amin memperoleh suara sebanyak 184. Sementara pasangan Prabowo-Sandi memperoleh 42 suara."
"Mei 2, 2019",https://turnbackhoax.id/2019/05/02/benar-klarifikasi-surat-edaran-intruksi-memasang-spanduk-ucapan-selamat-terpilihnya-prabowo-sandi-sebagai-presiden-dan-wakil-presiden/,[BENAR] Klarifikasi Surat Edaran Intruksi Memasang Spanduk Ucapan Selamat Terpilihnya Prabowo-Sandi sebagai Presiden dan Wakil Presiden,"Beredar surat edaran yang mengatasnamakan Badan Pemenangan Nasional (BPN) Prabowo-Sandi, yang isinya seruan kepada seluruh relawan untuk memasang spanduk atau baliho bertuliskan ucapan selamat kepada Prabowo-Sandi terpilih sebagai Presiden dan Wakil Presiden.
Dalam surat itu tertulis BPN di bagian kop surat lengkap dengan logo Koalisi Indonesia Adil dan Makmur. Di bawah surat tersebut juga terdapat tanda tangan dari Ketua BPN Prabowo – Sandiaga, Djoko Santoso dan Sekretaris BPN Prabowo Sandiaga Hanafi Rais.
Menanggapi surat tersebut, BPN memberikan rilis klarifikasi.
“Kami informasikan bahwa surat instruksi tersebut adalah surat palsu dan tidak bersumber resmi dari BPN,” dikutip dari rilis BPN, Kamis 2 Mei 2019.
Dengan perihal klarifikasi surat instruksi, surat yang resmi bertandatangan Ketua BPN Djoko Santoso dan juga Sekretaris Hanafi Rais itu dan diberi cap Prabowo-Sandi berwarna merah menyatakan bahwa surat edaran itu adalah hoax.
Melalui surat bernomor 086/BPN/PS/V/2019, BPN mengklarifikasi beredarnya instruksi palsu tersebut.
“Sehubungan dengan beredarnya ‘surat instruksi’ yang mengatasnamakan BPN Prabowo Sandi yang berisi ‘kepada seluruh relawan Prabowo Sandi untuk memasang spanduk atau baliho ucapan selamat atas terpilihnya Prabowo-Sandiaga sebagai Presiden dan Wakil Presiden di setiap wilayah-wilayah kota atau desa di seluruh Indonesia’, kami informasikan bahwa surat instruksi tersebut adalah surat palsu dan tidak bersumber dari BPN Prabowo Sandi,” bunyi surat yang diterima di kalangan wartawan.
Anggota Media dan Komunikasi BPN Prabowo-Sandiaga Ariseno Ridhwan membenarkan adanya surat klarifikasi tersebut. “Ini baru asli,” ujarnya saat dikonfirmasi wartawan, Rabu (1/5).
Selain itu, dalam surat yang ditandatangani Ketua BPN Prabowo-Sandiaga, Djoko Santoso, dan Sekretaris BPN, Hanafi Rais, itu BPN juga mengucapkan terima kasih kepada masyarakat dan relawan Prabowo Sandi yang telah berinisiatif membuat dan memasang spanduk dan karangan bunga ucapan selamat."
"April 30, 2019",https://turnbackhoax.id/2019/04/30/22526/,[BENAR] Klarifikasi terkait Kabar Petugas KPPS di Way Kanan Lampung Tewas Ditikam karena Melerai Keributan Timses Caleg,"Kasus penikaman yang menewaskan Sukardi, petugas
kelompok penyelenggara pemungutan suara (KPPS) di Kabupaten Way Kanan,
Lampung.
Imbas dari peristiwa tersebut, beredar unggahan
di media sosial yang menyebut tewasnya Sukardi disebabkan karena merelai
keributan timses caleg.
Di unggahan itu juga disebutkan bahwa Sukardi
merupakan simpatisan PKS.
Menanggapi beredarnya unggahan tersebut, Kapolres
Way Kanan AKBP Andy Siswantoro memberikan klarifikasinya.
Dia mengatakan, peristiwa ini murni tindak kriminal dan tak ada sangkutpaut dengan pemilu. Pelaku ditangkap setelah bersembunyi dalam hutan karet usai menghabisi nyawa Sukardi (48), yang sekaligus menjabat sebagai ketua rukun tetangga (RT) Dusun Margo Mulyo, Kampung Persiapan Kalipapan Rejo, Kecamatan Negeri Agung, Way Kanan, pada Jumat (26/4/2019).
“Ini kasus kriminal murni tak seperti informasi yang beredar. Saya pastikan tidak ada sangkut paut dengan pemilu,” ujar Andy saat jumpa pers di Mapolres Way Kanan, Senin (29/4/2019).
Kasus penikaman berujung kematian ini bermula saat tersangka terlibat cekcok dengan seorang warga karena hendak menjadikan lahan miliknya yang akan ditanami singkong menjadi lapangan voli. Tersangka mencabut badiknya yang kemudian coba dilerai korban Sukardi dengan menahannya dari arah belakang.
Sejurus kemudian tersangka berputar dan langsung menikam korban hingga terjatuh. Dia selanjutnya menghujani korban dengan enam tikaman hingga bersimbah darah kemudian melarikan diri dengan masuk ke hutan.Warga berupaya menyelamatkan korban dengan membawa ke rumah sakit namun nyawanya tak terselamatkan. Korban pun meninggal akibat aniaya senjata tajam dari pelaku.
Karena itu Kapolres berpesan kepada masyarakat agar selalu waspada dan jangan sampai termakan dengan kabar hoaks. Karena kejadian sebenarnya merupakan kasus kriminal murni dan pelakunya telah ditangkap.“
Kepala Kampung Kali Papan Rejo ,
Edison, mengatakan bahwa kabar yang menyebutkan Sukardi sebagai simpatisan
partai politik itu tidak benar.
“Yang jelas korban bukan anggota
partai manapun kalau dia anggota partai tidak mungkin jadi anggota KPPS, karena
sudah jelas anggota KPPS tidak boleh dari anggota partai apalagi korban merupakan
ketua RT 01 Dusun Margo Mulyo Kampung Kali Papan,” terangnya."
"April 29, 2019",https://turnbackhoax.id/2019/04/29/benar-dituding-tawarkan-pekerjaan-ke-peretas-situs-kpu-polri-beri-bantahan/,"[BENAR] DITUDING TAWARKAN PEKERJAAN KE PERETAS SITUS KPU, POLRI BERI BANTAHAN","“Ada beredar simpang siur, tapi kami sudah sampaikan itu tidak benar, ada informasi katanya pemuda tersebut direkrut, saya sudah tanya, ‘Siap tidak benar itu komandan’,” ungkap Dedi
Melansir dari suara.com, sebelumnya pihak keluarga MAA di Payakumbuh sempat menyebut jika MAA mendapat tawaran bekerja di Polri atau KPU. Hal tersebut dikarenakan MAA dinilai sebagai aset berharga yang harus dilindungi dan harus dicarikan pekerjaan. Menanggapi hal tersebut, pihak kepolisian membantah apa yang telah disampaikan oleh orang tua MAA."
"April 25, 2019",https://turnbackhoax.id/2019/04/25/benar-foto-prabowo-dan-titiek-soeharto/,[BENAR] Foto Prabowo dan Titiek Soeharto,
"April 25, 2019",https://turnbackhoax.id/2019/04/25/benar-klarifikasi-kpu-terkait-pernyataan-ustaz-haikal-hassan-mengenai-13-juta-pemilih-yang-gila/,[BENAR] Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang Gila,"Juru Bicara Badan  Pemenangan Nasional (BPN) pasangan Calon Presiden (Capres) dan Calon  Wakil Presiden (Cawapres) Prabowo Subianto – Sandiaga Uno, Ustaz Haikal  Hassan membuat unggahan di media sosial Twitternya yakni Haikal Hassan  Baras (@haikal_hassan). Isi dari unggahan tersebut intinya menyatakan  dan mempertanyakan adanya pemilih yang gila dengan jumlah 13 juta orang  di pemilihan umum (Pemilu) 2019.
Berikut narasi lengkapnya:
“Katanya org gila nyoblos ada 13juta. Trus ada video nya? Ada 
catatannya? Ada formulir C1 nya? Masa gak ada yg rekam? Mana 13juta itu?
 Allah saja tak memberi kewajiban apa2 thd orang gila… anda malah 
waiibkan ikut nyoblos. Yg gila siapa ya? Mudah2an yg curang menjadi 
gila…,” cuit @haikal_hassan, Rabu (24/4).
Mengetahui adanya 
cuitan tersebut, Komisioner Komisi Pemilihan Umum (KPU), Pramono Ubaid 
Tanthowi MA melalui akun Twitternya Pramono U. Tanthowi (@PramonoUtan) 
memberikan klarifikasinya.
“Mohon maaf, pak @haikal_hassan. 
Pemilih “gila” itu hoax. Yg benar, sesuai Putusan MK 135/2015 adalah 
pemilih dg “gangguan jiwa/ingatan”. Gila hanya salah satu jenisnya. 
Lagipula angkanya juga hoax. Dulu 14 juta. Sekarang didiskon jadi 13 
juta. Yg benar hanya 54.295. Demikian,” cuit akun Twitter @PramonoUtan, 
Rabu (24/4).
Pramono juga mengunggah dua grafis dari KPU soal 
pemilih disabilitas. Berdasarkan data KPU, pemilih disabilitas di DPT 
Pemilu 2019 sebanyak 363.200 atau 0,191% dari DPT.
Sebanyak  0,029% pemilih adalah pemilih disabilitas grahita dan mental. Jumlahnya  54.295 orang. Data ini sekaligus menepis hoax yang menyebutkan pemilih  disabilitas grahita dan mental mencapai 14 juta orang."
"April 24, 2019",https://turnbackhoax.id/2019/04/24/benar-klarifikasi-terkait-perbedaan-hasil-situng-kpu-ketika-dipindahkan-dalam-bentuk-microsoft-excel/,[BENAR] Klarifikasi Terkait Perbedaan Hasil Situng KPU Ketika Dipindahkan Dalam Bentuk Microsoft Excel,"Akun Twitter WIsanggeni atau @WiwisMbecak mengunggah sebuah video yang  mengabarkan telah terjadi perbedaan antara hasil perhitungan suara  pemilihan presiden (Pilpres) dari Sistem Informasi Penghitungan (Situng)  Komisi Pemilihan Umum (KPU) Pusat yang ditayangkan dalam bentuk diagram  di linkhttps://pemilu2019.kpu.go.id/dengan hasil perhitungan ketika dipindahkan ke dalam format Micrsoft (Ms) Excel.
Dengan mengambil data dari KPU pada hari Senin (22/4), dalam video akun
 @WiwisMbecak menjelaskan pie chart KPU untuk pasangan calon presiden 
(capres) dan calon wakil presiden (cawapres) 01 berada di angka 54,84 
persen, sementara pasangan capres dan cawapres 02 sebesar 45,16 persen, 
dari total sementara 18.349.072 suara.
Suara pria dalam video 
akun @WiwisMbecak menjelaskan dirinya memindahkan seluruh data perolehan
 suara untuk masing-masing pasangan capres dan cawapres, dari berbagai 
wilayah yang dilampirkan KPU dalam bentuk tabel pada link di atas. Saat 
dijumlah, total suara yang masuk untuk paslon 02 sebesar 9.214.073 dari 
total 17.563.015 suara. Saat dipersentasekan di Ms. Excel, jumlah suara 
Prabowo menunjukkan angka sebesar 52 persen.
“Tapi di diagram 
[KPU] kita lihat paslon 01 [sebesar] 54 persen, [paslon] 02 [sebesar] 45
 persen. Logikanya, kalau kita pakai rumus Excel sinkron itu harusnya 
sama, kok, ini beda, KPU bisa Excel, piye, toh, bisa Excel apa ora ono, 
toh?” tuturnya dalam video tersebut.
Dalam unggahannya itu, akun
 @WiwisMbecak juga menambahkan narasi sebagai berikut. “Gak peduli 
datanya bilang apa, pokoknya pie-chart nunjukin menang 55:45… 
Heuheuheu… Hajarrr teruuuusss#KPUJanganSalahInputData,” cuit akun Twitter WIsanggeni (@WiwisMbecak), Selasa (23/4).
Menanggapi hal ini, media daringKumparan.commencoba melakukan perbandingan perhitungan yang serupa. Untuk 
membuktikan kebenarannya, tentu harus diuji dengan angka yang sama. 
Namun, karena kesulitan melihat satu per satu angkanya, Kumparan menguji
 dengan mengikuti metode penghitungan seperti yang ditunjukkan dalam 
video itu.
Yakni dengan menyalin seluruh angka yang tercantum di
 tabel suara Pilpres 2019 dan memindahkannya ke kolom Ms. Excel. Data 
yang diuji adalah pada posisi suara masuk di Situng KPU sudah 17,55038 
persen."
"April 24, 2019",https://turnbackhoax.id/2019/04/24/benar-klarifikasi-atas-isu-pelaku-bom-srilanka-adalah-wni/,[BENAR] Klarifikasi Atas Isu Pelaku Bom Srilanka Adalah WNI,
