date,URL,Title,Full text
"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-presiden-jokowi-akhirnya-nyatakan-mundur-di-depan-massa/,[SALAH] Presiden Jokowi Akhirnya Nyatakan Mundur di Depan Massa,"Setelah dilakukan penelusuran, thumbnail yang menampilkan Presiden Jokowi didampingi Ma’ruf Amin berdiri dan berbicara di atas mobil berwarna putih merupakan hasil manipulasi. Foto aslinya dimuat dalam situsdetik.com, yaitu saat massa FPI berorasi di depan kantor Tempo pada 16 Maret 2019. Foto tersebut telah diedit menjadi wajah Jokowi dan Ma’ruf Amin.
Selanjutnya narator juga membacakan ulang artikel lainnya darisindonews.comyang berjudul “Digoyang Banyak Demo, Jokowi Diyakini Tak Akan Lengser Paksa”. Dalam artikel ini membahas tentang pernyataan seorang pakar hukum tata negara, Andi Asrun yang mengatakan bahwa Presiden Jokowi akan mengakhiri masa jabatannya sebagai Presiden pada 20 Oktober 2024. Meskipun banyaknya demo dan tuntutan untuk mengakhiri jabatan, menurut Andi kekuasaan Jokowi tidak akan lengser karena hal tersebut."
"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-anies-baswedan-menggunakan-kaos-yang-bertuliskan-ane-yg-nyolong-mahoni-dimonas-dan-ane-punya-hutang-92-milyar-sama-sandi-uno/,[SALAH] Anies Baswedan Menggunakan Kaos yang Bertuliskan “ANE YG NYOLONG MAHONI DIMONAS DAN ANE PUNYA HUTANG 92 MILYAR SAMA SANDI UNO”,"Akun Facebook Kadrun Garis Lurus memposting sebuah gambar Anies Baswedan yang sedang berada di jalan. Pada saat gambar tersebut diambil Anies Baswedan sedang mengenakan kaos berwarna hitam dengan tulisan “ANE YG NYOLONG MAHONI DIMONAS DAN ANE PUNYA HUTANG 92 MILYAR SAMA SANDI UNO”.
Setelah ditelusuri menggunakan Google Image ditemukan gambar yang asli pada akun Instagram Anies Baswedan. Gambar tersebut identik dengan postingan di Facebook yang menampilkan Anies sedang berada di tengah sebuah jalan dan di belakangnya terdapat beberapa orang yang berlalu lalang. Pada gambar tersebut Anies memang menggunakan kaos berwarna hitam, namun pada gambar yang asli tidak bertuliskan “ANE YG NYOLONG MAHONI DIMONAS DAN ANE PUNYA HUTANG 92 MILYAR SAMA SANDI UNO” tetapi bertuliskan “we the people”. Diketahui, berdasarkan caption postingan gambar tersebut diambil saat Anies Baswedan bertamu ke CFD di Ginza, Tokyo."
"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-sah-megawati-umumkan-anies-rano-karno-maju-pilgub-jakarta-hari-ini/,[SALAH] “SAH! Megawati Umumkan Anies – Rano Karno Maju Pilgub Jakarta Hari Ini”,"Setelah ditelusuri menggunakan kata kunci “Anies-Rano maju Pilgub Jakarta” hasilnya, terdapat artikel yang membahas perihal informasi Anies Rano maju Pilgub Jakarta dalam artikel Detik berjudul “PDIP Umumkan Duet Anies-Rano Karno Maju Pilgub Jakarta Hari Ini” Senin, 26 Agustus 2026 pukul 10.33 WIB. Dalam artikel tersebut dituliskan bahwa saat Ketua DPP PDIP Said Abdullah diberi pertanyaan apakah Anies-Rano Karno akan diusung oleh PDIP di Jakarta, dirinya menjawab “Hari ini akan diumumkan,” kata Said saat dikonfirmasi Detik, Senin (26/8/2024). Artikel tersebut tidak menyampaikan bahwa Megawati mengumumkan Anies-Rano maju Pilgub Jakarta, pernyataan yang dikeluarkan Said sampaikan ketika PDIP belum mengumumkan secara resmi siapa yang akan maju di Pilgub Jakarta.
Saat merespon terkait mengusung Anies Baswedan dalam Pilgub Jakarta 2024 Ketua Umum PDIP Megawati tegas menolak peluang tersebut. “Enak aja ya, ngapain gue suruh dukung Anies,” ujar Megawati di Kantor DPP PDI Perjuangan, Menteng, Jakarta Pusat, Kamis, 21 Agustus 2024 melansir dari metrotvnews.com.
Saat artikel ini ditulis, KPU telah menetapkan 3 Paslon Pilgub Jakarta yang mana PDIP mengusung Pramono Rano bukan Anies Rano. Pasangan Pramono Rano mendapat nomor urut satu dalam pemilu DKI Jakarta 2024. Adapun nomor dua diperoleh Ridwan Kamil dan Suswono dan nomor tiga Dharma Pongrekun dan Kun Wardana Abiyoto."
"September 28, 2024",https://turnbackhoax.id/2024/09/28/salah-gibran-tidak-bisa-bedakan-takbir-dan-adzan/,[SALAH] Gibran Tidak Bisa Bedakan Takbir dan Adzan,"Setelah ditelusuri menggunakan kata kunci “Gibran tidak bisa membedakan Takbir dan Adzan” ditemukan hasil bahwa video tersebut merupakan hoaks yang sudah tersebar di beberapa media sosial. Melansir dari website turnbackhoax.id video tersebut juga beredar di Facebook dan X. Video tersebut merupakan hasil rekayasa AI. Jika diperhatikan gerak mulut dan wajah tidak sinkron dengan suara yang dikeluarkan serta gerak mata/bagian mata terlihat tidak nyata.
Video yang mirip di postingan X @ihwanulmuslimi4 laki-laki yang sedang mengumandangkan takbir bukan Gibran. Jika diperhatikan antara audio dan gerakan mulut juga lebih sinkron."
"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-sri-mulyani-bongkar-korupsi-jokowi-kepada-prabowo/,[SALAH] SRI MULYANI BONGKAR KORUPSI JOKOWI KEPADA PRABOWO,"Setelah dilakukan penelusuran, gambar thumbnail yang ditampilkan dalam video tersebut merupakan hasil manipulasi dari gabungan beberapa gambar berbeda. Beberapa cuplikan video yang ditampilkan juga tidak mendukung klaim narasi.
Narator dalam video hanya membacakan ulang artikel daridetik.comberjudul “Sri Mulyani Umumkan APBN Defisit Rp 153,7 Triliun”. Dalam artikel ini membahas tentang Menteri Keuangan Sri Mulyani Indrawati melaporkan Anggaran Pendapatan dan Belanja Negara (APBN) sampai Agustus 2024 defisit Rp 153,7 triliun. Realisasi itu setara dengan 0,68% terhadap Produk Domestik Bruto (PDB).
Selain itu terdapat juga narasi yang membahas tentang Menteri Keuangan Sri Mulyani Indrawati mengajak Bank Dunia (World Bank) untuk menyusun strategi agar Indonesia bisa keluar dari status negara berpendapatan menengah atau middle income trap. Narasi ini bersumber dari artikeldetik.comyang berjudul “Sri Mulyani Minta Tolong Bank Dunia buat Keluarkan RI dari Middle Income Trap”.
Berdasarkan penjelasan di atas, klaim narasi yang membahas tentang Sri Mulyani bongkar korupsi Jokowi kepada Prabowo tidak terbukti dan termasuk ke dalam konten yang dimanipulasi."
"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-ahok-bongkar-korupsi-bumn/,[SALAH] AHOK BONGKAR KORUPSI BUMN,"Setelah ditelusuri, gambar thumbnail tersebut merupakan momen ketika Ketua KPK saat itu Agus Rahardjo didampingi para Wakil Ketua KPK Saut Situmorang dan Laode M Syarif serta Juru Bicara KPK Febri Diansyah memberikan keterangan pers di kantor KPK, Jakarta, Jumat 13 September 2019. Gambar itu dimanipulasi dengan tambahan gambar Ahok dan Mahfud MD.
Gambar aslinya dimuat dalam situsantarafoto.comdengan judul “KPK SERAHKAN MANDAT KE PRESIDEN”.
Dalam video terdapat narasi yang membahas tetang beberapa manuver monumental Ahok dalam membongkar sistem bobrok dan berborok yang dikumpulkan dari catatan pemberitaan detikcom hingga Selasa, 16 September 2020. Narasi tersebut bersumber dari artikeldetik.comberjudul “Manuver-manuver Ahok Bongkar Bobrok: Dari UPS hingga Pertamina”.
Selain itu, narator dalam video juga membacakan ulang sebagian artikel dariliputan6.comyang berjudul “Viral, Ahok Bongkar Banyak Masalah di BUMN Pertamina dan Peruri”. Artikel ini membahas tentang Komisaris Utama PT Pertamina saat itu Basuki Tjahaja Purnama (BTP) atau yang biasa disapa Ahok mengkritisi kebijakan yang diambil direksi perseroan."
"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-bisnis-gelap-gibran-terungkap/,[SALAH] Bisnis Gelap Gibran Terungkap,"Sebuah unggahan di Youtube menyebarkan sebuah klaim jika putra sulung Presiden Jokowi, Gibran, memiliki bisnis gelap yang akhirnya terungkap oleh tim penyidik.
Akan tetapi saat disimak isi video tersebut memiliki pembahasan yang sangat berbeda dari klaim pada judul. Isi video hanya membahas mengenai artikel berjudul “Aktivis GMNI Demo di KPK: Tangkap dan Adili Keluarga Mulyono! Batalkan Pelantikan Gibran!”.
Artikel tersebut membahas tentang demo yang dilakukan oleh Gerakan Mahasiswa Nasional Indonesia (GMNI) pada 20 September 2024 lalu di depan Gedung Merah Putih KPK. Aksi ini dilakukan untuk mendesak Komisi Pemberantasan Korupsi (KPK) agar mengusut tuntas dan memeriksa keluarga Presiden Joko Widodo atas berbagai dugaan kasus korupsi.
Hingga akhir video tidak ada penjelasan yang dapat membuktikan jika benar Gibran memiliki bisnis gelap yang akhirnya terungkap."
"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-prabowo-kurang-berkenan-ikn-pindah-ke-kalimantan/,[SALAH]: Prabowo Kurang Berkenan IKN pindah ke Kalimantan,"Sebuah video bernarasikan Prabowo sebagai presiden terpilih 2024-2029 tidak ingin pindah dan dilantik di IKN beredar yang berasal dari channel tiktok dengan nama akun @politik_indonesia_. Video yang bersumber dari Tempodotco tersebut juga menampilkan potongan opini yang menggiring mengenai ketidakinginan Prabowo pindah ke IKN.Setelah dilakukan penelusuran, video tersebut bersumber dari potongan video dari akun channel youtube Tempodotco, dengan judul Bagi-bagi Kursi Kabinet Prabowo-Gibran dan Cawe-cawe Jokowi | Bocor Alus Politik. Laporan jurnalistik tersebut tidak menampilkan sumber-sumber yang dapat diverifikasi kebenarannya.Dikutip daricnnindonesia.com, Menteri Investasi/Kepala BPPM Bahlil Lahadalia, telah membantah adanya dugaan presiden terpilih 2024-2029 Prabowo Subianto tak mau pindah ke IKN. Ia juga menegaskan Prabowo akan hadir saat hari kemerdekaan 17 Agustus mendatang. Dari lamandetik.com, Prabowo juga telah menegaskan komitmennya untuk menuntaskan pembangunan Ibu Kota Nusantara (IKN) di Kalimantan Timur seusai menghadiri Rapat Kerja Nasional (Rakernas) XVI Asosiasi Pemerintah Kota Seluruh Indonesia (Apeksi) di Makassar sebagai janji apabila ia terpilih sebagai presiden."
"September 27, 2024",https://turnbackhoax.id/2024/09/27/salah-tni-dan-polri-usir-pasien-di-rumah-sakit-umum-daerah-rsud-kabupaten-paniai-papua/,"[SALAH] TNI dan Polri Usir Pasien di Rumah Sakit Umum Daerah (RSUD) Kabupaten Paniai, Papua","Artikel disadur dariKompas.com.Sebuah akun Facebook bersama Mrb Bhe mengunggah sebuah reels dengan narasi TNI dan Polri menutup akses terhadap Rumah Sakit Umum Daerah Madi Paniai dan memulangkan paksa para pasien yang sakit.
Mengutip dariKompas.com, Kepala Penerangan Komando Daerah Militer (Kapendam) XVII/Cendrawasih Letkol Infanteri Candra Kurniawan membantah narasi aparat gabungan TNI-Polri mengusir pasien dan menutup RSUD Madi. Narasi tersebut merupakan hoaks yang sengaja disebarkan secara terus menerus oleh kelompok Organisasi Papua Merdeka.
Dari penjelasan tersebut, dapat disimpulkan bahwa TNI dan Polri mengusir paksa pasien di Rumah Sakit Umum Daerah (RSUD) Madi Kabupaten Paniai, Papua merupakan informasi tidak valid dan tidak terbukti."
"Desember 8, 2024",https://turnbackhoax.id/2024/12/08/penipuan-prabowo-bikin-kuis-tebak-angka-hadiah-puluhan-juta/,"[PENIPUAN] Prabowo Bikin Kuis Tebak Angka, Hadiah Puluhan Juta",
